Tecno Spark 50 - 6GB RAM - 128GB ROM - 7000mAh Battery - 50MP Camera - Official Brand Warranty,1957483630,52980,54999,4% Off,Punjab,5.0,1,N/A,AHM Mobile,Tecno,https://www.daraz.pk/products/50-6gb-128gb-7000mah-50mp-i1957483630.html
Vivo Y20s Mobile Phone | 8GB RAM 256GB ROM(For User 6/128) | Android 10 | 5000mAh Battery | Vivo Mobile Phone | Triple Camera | Dual Sim Approved | With Charger Jelly Cover & Handsfree | Globally Customized,1960919200,21490,40000,46% Off,Sindh,,,N/A,SEL WEL,No Brand,https://www.daraz.pk/products/vivo-y20s-mobile-phone-8gb-ram-256gb-romfor-user-6128-android-10-5000mah-battery-vivo-mobile-phone-triple-camera-dual-sim-approved-with-charger-jelly-cover-handsfree-globally-customized-i1960919200.html
Vivo Y19s | 12GB+256GB | 90Hz Screen | 5500mAh Long Battery | Android 14 | PTA Approved,1959615995,26505,45000,41% Off,Sindh,1.0,1,N/A,Saddar Bazar,No Brand,https://www.daraz.pk/products/vivo-y19s-12gb256gb-90hz-screen-5500mah-long-battery-android-14-pta-approved-i1959615995.html
Apple iPhone 17 Pro Max - 512GB + 20W Free Charger,1957775263,594999,648500,8% Off,Punjab,5.0,1,N/A,Daraz Retail Seller,Apple,https://www.daraz.pk/products/apple-iphone-17-pro-max-512gb-20w-free-charger-i1957775263.html
Samsung A57 5G 12GB/256GB,1953869960,164999,184999,11% Off,Sindh,5.0,4,14 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-a57-5g-12gb256gb-i1953869960.html
Sumsung Galaxy S23 Ultra 12GB / 512GB OFFICAIL PTA APPROVED,550956242,285000,355000,20% Off,Punjab,,,N/A,Zamar Mobiles,No Brand,https://www.daraz.pk/products/s23-12gb512gb-pta-i550956242.html
Apple iPhone 17 - 256 GB + 20W Free Charger,1957775261,362999,399000,9% Off,Punjab,5.0,1,N/A,Daraz Retail Seller,Apple,https://www.daraz.pk/products/apple-iphone-17-256-gb-20w-free-charger-i1957775261.html
Tecno Spark 50 6GB / 128GB,1953617482,50999,N/A,N/A,Punjab,5.0,5,289 sold,Retail - Tecno Flagship Store,Tecno,https://www.daraz.pk/products/tecno-spark-50-6gb-128gb-i1953617482.html
Nothing Phone Nothing 4a Pro 12+256 - 2 Year Warranty - PTA Approved - Nothing Phone,1951871827,273699,N/A,N/A,Punjab,,,N/A,Nothing Pakistan,Nothing,https://www.daraz.pk/products/4a-12256-2-i1951871827.html
Samsung Galaxy A55 5G || 8GB RAM 256GB ROM || 50 MP + 12 MP + 5 MP Back Camera || 5000 mAh Battery || 6.6 Inches Display,597212730,120999,150000,19% Off,Punjab,,,N/A,SS COMMUNICATION (kwl),No Brand,https://www.daraz.pk/products/5g-a55-8gb-256gb-50-mp-12-mp-5-mp-rando-5000-mah-66-i597212730.html
vivo V70 FE 8GB+256GB PTA Approved,1960626694,124949,N/A,N/A,Punjab,,,N/A,Daraz Retail Seller,vivo .,https://www.daraz.pk/products/vivo-v70-fe-8gb256gb-pta-approved-i1960626694.html
"Samsung Galaxy s22 ultra | 12GB Ram | 128GB, 256GB, 512GB | official PTA approved | without box",871482721,150480,180000,16% Off,Sindh,5.0,2,6 sold,Al-Aswad ,No Brand,https://www.daraz.pk/products/s22-12gb-wach-pta-pta-i871482721.html
Samsung Galaxy A26 8/256GB - PTA APPROVED,775235805,76299,94999,20% Off,Punjab,4.666666666666667,99,941 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-galaxy-a26-8256gb-pta-approved-i775235805.html
Vivo Y66 | 100% Inspected Fresh Stock | 4GB RAM 64GB ROM(3/32 for user) | 13MP Camera | Dual Sim Approved | With Box & Charger | Premium Quality | Vivo Mobile Phone | Globally Customized,1961442872,8099,8999,10% Off,Sindh,5.0,1,N/A,Saddar Bazar,No Brand,https://www.daraz.pk/products/vivo-y66-100-inspected-fresh-stock-4gb-ram-64gb-rom332-for-user-13mp-camera-dual-sim-approved-with-box-charger-premium-quality-vivo-mobile-phone-globally-customized-i1961442872.html
Samsung Galaxy A17 6GB + 128GB PTA APPROVED,924783262,53999,67500,20% Off,Punjab,4.779661016949152,59,933 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-galaxy-a17-6gb-128gb-pta-approved-i924783262.html
Y66 128GB /6GB RAM / 2sim/ 4G LTE/ BEST for low budget/ COMPLETE BOX N ACCESSORIES,1957830271,9025,16000,44% Off,Sindh,3.0,2,9 sold,Sasta Karachi Electronics,No Brand,https://www.daraz.pk/products/y66-128gb-6gb-ram-2sim-4g-lte-i1957830271.html
Samsung Galaxy S26 Ultra - 256 GB,1947937840,399999,449999,11% Off,Sindh,5.0,5,49 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-galaxy-ultra-256-gb-i1947937840.html
"Vivo Y200 8GB + 8GB Expandable Ram 256 GB Rom , 6.67″ AMLOED Display 120Hz , 5000 mAh Battery 80W Fast Charging , IP64",652257353,105839.02,109999,4% Off,Punjab,,,N/A,Combine Communication ,No Brand,https://www.daraz.pk/products/8gb-8gb-y200-256-gb-667-120hz-5000-mah-80-ip64-i652257353.html
Samsung Galaxy A56 8/256GB - PTA APPROVED,781654754,112499,137999,18% Off,Sindh,4.682926829268292,41,479 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-galaxy-a56-8256gb-pta-approved-i781654754.html
"Vivo Y20s | 8GB Ram 128GB Storage | 5000 MAH Battery + 18w Fast Charging | PTA Approve | Side FingerPrint | 6.51"" HD+ Halo Big Display | 13MP AI Triple Camera | Phone, Box, Charger | Mobile Phone On Installment",1958268472,19475,40000,51% Off,Sindh,5.0,1,N/A,Sasta Karachi Electronics,No Brand,https://www.daraz.pk/products/20-8-128-5000-18-651-13mp-ai-i1958268472.html
Daraz Like New Phone - Google Pixel 9 pro XL - 16GB / 256GB - OFFICIAL PTA APPROVED - SIX MONTHS WARRANTY,943514301,249999,299999,17% Off,Sindh,5.0,1,N/A,Smart Tech (Karachi),Daraz Like New,https://www.daraz.pk/products/9-xl-16gb256gb-pta-i943514301.html
"Vivo Y66 | Dual Sim | PTA Approve | 4GB Ram 64GB Storage | Long Lasting 3000 MAH Battery | Memory Card Suppirt | Vivo Box , Charger Sim Injector Tool & Phone | Vivo Mobile | Mobile Phone On Easy Installment | Whatsapp , Youtube Facebook & Tiktok Working",1950750341,8797.8,22000,60% Off,Sindh,5.0,3,42 sold,GearZilla,No Brand,https://www.daraz.pk/products/66-4-64-3000-i1950750341.html
Samsung Galaxy S22 Ultra 12GB RAM 512GB ROM | Official PTA Approved | 5G Smartphone | 108MP Camera | S-Pen Built-in,1946861811,175000,N/A,N/A,Sindh,,,N/A,Smart Tech (Karachi),Daraz Like New,https://www.daraz.pk/products/samsung-galaxy-ultra-12gb-ram-512gb-rom-official-pta-approved-5g-smartphone-108mp-camera-s-pen-built-in-i1946861811.html
Google Pixel 9 Pro XL Official PTA Approved 16 GB - 128/256 GB Dual Sim,1951188318,208000,N/A,N/A,Sindh,,,N/A,The Best Communication,Google,https://www.daraz.pk/products/9-16-128256-i1951188318.html
realme 15T 8GB RAM + 256GB ROM,928918435,88999,89999,1% Off,Punjab,5.0,2,N/A,realme Official Store,Realme,https://www.daraz.pk/products/realme-15t-8gb-ram-256gb-rom-i928918435.html
Infinix Note 60 Pro 8GB / 256GB with Free Powerbank,1949539367,111999,115999,3% Off,Punjab,5.0,30,216 sold,Infinix Flagship Store,Infinix,https://www.daraz.pk/products/infinix-note-60-pro-8gb-256gb-with-free-powerbank-i1949539367.html
Vivo Y20s Mobile Phone | 8GB RAM 256GB ROM(For User 4/128) | Android 10 | 5000mAh Battery | Vivo Mobile Phone | Triple Camera | Dual Sim Approved | With Charger Jelly Cover & Handsfree | Globally Customized,1952698984,20490,45000,54% Off,Sindh,4.0,3,9 sold,SEL WEL,No Brand,https://www.daraz.pk/products/vivo-y20s-mobile-phone-8gb-ram-256gb-romfor-user-4128-android-10-5000mah-battery-vivo-mobile-phone-triple-camera-dual-sim-approved-with-charger-jelly-cover-handsfree-globally-customized-i1952698984.html
Vivo Y19s | 6GB+128GB | 90Hz Screen | 5500mAh Long Battery | Android 14 | PTA Approved,1959732648,23799,45000,47% Off,Sindh,3.0,2,5 sold,Sasta Karachi Electronics,No Brand,https://www.daraz.pk/products/vivo-y19s-6-128-90hz-5500mah-14-i1959732648.html
Realme C100i 4GB / 64GB,1958905393,33999,36999,8% Off,Punjab,,0,49 sold,Retail - Realme Flagship Store,Realme Official,https://www.daraz.pk/products/realme-c100i-4gb64gb-i1958905393.html
Apple iPhone 17 Pro - 256GB + 20W Free Charger,1957827007,472999,520500,9% Off,Punjab,5.0,1,5 sold,Daraz Retail Seller,Apple,https://www.daraz.pk/products/apple-iphone-17-pro-256gb-20w-free-charger-i1957827007.html
Infinix Smart 20 4GB / 64GB,1958170417,32499,33999,4% Off,Punjab,4.5,8,511 sold,Infinix Flagship Store,Infinix,https://www.daraz.pk/products/infinix-smart-20-4gb-64gb-i1958170417.html
Infinix Note Edge 8GB / 256GB,1952702462,78499,89999,13% Off,Punjab,5.0,14,166 sold,Infinix Flagship Store,Infinix,https://www.daraz.pk/products/infinix-note-edge-8gb-256gb-i1952702462.html
Infinix Smart 20 4GB / 128GB,1957791130,35999,37999,5% Off,Punjab,5.0,6,457 sold,Infinix Flagship Store,Infinix,https://www.daraz.pk/products/infinix-smart-20-4gb-128gb-i1957791130.html
Vivo Y66 | 100% Inspected Fresh Stock | 4GB RAM 64GB ROM(3/32 for user) | 13MP Camera | Dual Sim Approved | With Box & Charger | Premium Quality |  Vivo Mobile Phone | Globally Customized,434604001,10293,20000,49% Off,Sindh,4.400990099009901,202,806 sold,SEL WEL,No Brand,https://www.daraz.pk/products/vivo-y66-100-inspected-fresh-stock-4gb-ram-64gb-rom332-for-user-13mp-camera-dual-sim-approved-with-box-charger-premium-quality-vivo-mobile-phone-globally-customized-i434604001.html
Tecno SPARK 40 Pro Plus 8GB+256GB PTA APPROVED,916111041,60499,69999,14% Off,Sindh,4.895522388059701,67,1.4K sold,Retail - Tecno Flagship Store,Tecno,https://www.daraz.pk/products/tecno-spark-40-pro-plus-8gb256gb-pta-approved-i916111041.html
Motorola Mobile Phone Moto G Play 2024 - Tot 8GB RAM(4+4) - No Sims(WiFi Device) - Free Accessories - Android 14 - Snapdragon 680 - PubG Around 60 Fps - 50MP Camera - 5000mAh Battery - 90Hz Display - Motorola Mobile Phones Low,1958243102,17849,30000,41% Off,Sindh,,,N/A,Sasta Karachi Electronics,No Brand,https://www.daraz.pk/products/2024-8-44-14-680-60-50-5000-90-i1958243102.html
Google Pixel 7 Official PTA Approved 8 GB - 128/256 GB Dual Sim,1950672858,76000,N/A,N/A,Sindh,,,N/A,The Best Communication,Google,https://www.daraz.pk/products/7-8-128256-i1950672858.html
water proof mobile phone cover,1960775248,391,435,10% Off,Sindh,,,N/A,Saddar Bazar,No Brand,https://www.daraz.pk/products/water-proof-mobile-phone-cover-i1960775248.html
Redmi Note 14 - 8GB RAM - 128GB ROM - PTA Approved - With Official 1 Year Warranty,640514085,56650,N/A,N/A,Sindh,,,N/A,Shop-Tech (Karachi),No Brand,https://www.daraz.pk/products/redmi-note-14-8gb-ram-128gb-rom-pta-approved-with-official-1-year-warranty-i640514085.html
Vivo Y17 PTA Approved Original Mobile Phone | 8GB RAM 256GB ROM | 5000mAh Battery | Dual SIM | Fingerprint | Android Smartphone | Global Variant | Like New | Box Charger Handsfree Included | Installment Available | Best Budget Phone in Pakistan,1958256534,16829,19799,15% Off,Sindh,5.0,2,10 sold,GearZilla,No Brand,https://www.daraz.pk/products/vivo-y17-pta-approved-original-mobile-phone-8gb-ram-256gb-rom-5000mah-battery-dual-sim-fingerprint-android-smartphone-global-variant-like-new-box-charger-handsfree-included-installment-available-best-budget-phone-in-pakistan-i1958256534.html
Motorola Mobile Moto G Power 2024 5G | Dimensity 7020 | 120Hz Display | Android 14/15 | TOT 16GB RAM (8+8) | eSim + Physical Sim | Dual Sim Approved | Free Accessories | Best Mobile Phones Low Price | Globally Customized,947818905,39999,90000,56% Off,Sindh,5.0,1,9 sold,SEL WEL,Daraz Like New,https://www.daraz.pk/products/motorola-mobile-moto-g-power-2024-5g-dimensity-7020-120hz-display-android-1415-tot-16gb-ram-88-esim-physical-sim-dual-sim-approved-free-accessories-best-mobile-phones-low-price-globally-customized-i947818905.html
Samsung A57 5G 8GB/256GB,1953875642,150999,166999,10% Off,Sindh,,,N/A,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-a57-5g-8gb256gb-i1953875642.html
"Samsung Galaxy S24 Ultra (12GB RAM, 256GB Storage)",601341761,350000,N/A,N/A,Sindh,5.0,1,N/A,The Best Communication,Samsung,https://www.daraz.pk/products/s24-12gb-256gb-i601341761.html
"Itel Super S26 Ultra - 6.8"" Inch Display - 8+8GB RAM - 256GB ROM PTA APPROVED",927506986,52250,N/A,N/A,Sindh,,,N/A,Shop-Tech (Karachi),No Brand,https://www.daraz.pk/products/itel-super-ultra-68-inch-display-88gb-ram-256gb-rom-pta-approved-i927506986.html
ZTE Nubia V80 Max 8GB RAM 256GB ROM 6000 mAh Battery Health Front Camera 16 MP Back Camera 50 MP One Year Brand Warranty,1961393456,42999,45000,4% Off,Punjab,,,N/A,S 4 SHOPPING,No Brand,https://www.daraz.pk/products/80-8-256-6000-16-50-i1961393456.html
ZTE Nubia V80 Max 8GB RAM 256GB ROM 6000 mAh Battery Health Front Camera 16 MP Back Camera 50 MP One Year Brand Warranty,1961377520,42999,45000,4% Off,Punjab,,,N/A,2324 Communication Khanewal,No Brand,https://www.daraz.pk/products/80-8-256-6000-16-50-i1961377520.html
Vivo Y19s - 6.74 Inches IPS LCD Display - 8+1GB RAM - 256GB Storage - Official PTA Approved - Fingerprint Sensor - (Phone and Universal Box. No Charger and No Accessories Included - Mix Color),1954179871,24999,59999,58% Off,Sindh,,,N/A,Fashion Market,No Brand,https://www.daraz.pk/products/vivo-y19s-674-ips-lcd-81gb-256gb-i1954179871.html
vivo Y500 - 8GB RAM - 128/256GB ROM - 50MP main Camera - 81000 mAh Battery - 1.5K Ultra Clear AMOLED Display,1960631761,99999,N/A,N/A,Punjab,,,N/A,vivo,Vivo,https://www.daraz.pk/products/vivo-y500-8gb-ram-128256gb-rom-50mp-main-camera-81000-mah-battery-15k-ultra-clear-amoled-display-i1960631761.html
Y19S 5500 mh big battery - 50mp camera - Dual sim,1958101243,26505,40000,34% Off,Sindh,3.0,2,N/A,Sasta Karachi Electronics,No Brand,https://www.daraz.pk/products/y19s-5500-50-i1958101243.html
"Schok Volt SV55 2GB RAM 16GB ROM - 5.5"" Display Budget Slightly Used Android Phone Best for WiFi and Gaming ONLY MOBILE PHONE",1958166028,6174,6499,5% Off,Sindh,,,N/A,Hamza Mobile & Tablets,No Brand,https://www.daraz.pk/products/schok-volt-sv55-2gb-ram-16gb-rom-55-i1958166028.html
"Vivo Y20s | 8GB Ram 128GB Storage | 5000 MAH Battery + 18w Fast Charging | PTA Approve | Side FingerPrint | 6.51"" HD+ Halo Big Display | 13MP AI Triple Camera | Phone, Box, Charger | Mobile Phone On Installment",1950856002,20350,32305,37% Off,Sindh,2.5,2,12 sold,GearZilla,No Brand,https://www.daraz.pk/products/20-8-128-5000-18-651-13mp-ai-i1950856002.html
Apple iPhone 17 Pro - 512GB + 20W Free Charger,1957827008,559999,603500,7% Off,Punjab,,,N/A,Daraz Retail Seller,Apple,https://www.daraz.pk/products/apple-iphone-17-pro-512gb-20w-free-charger-i1957827008.html
Tecno Camon 50 PRO 8GB/256GB,1949447782,86499,99999,14% Off,Sindh,4.75,8,58 sold,Retail - Tecno Flagship Store,Tecno,https://www.daraz.pk/products/tecno-camon-50-pro-8gb256gb-i1949447782.html
Samsung Galaxy S23 Ultra Official PTA Approved Dual SIM - 256GB and 512GB,534783794,260000,N/A,N/A,Sindh,5.0,0,N/A,The Best Communication,Samsung,https://www.daraz.pk/products/23-256-512-i534783794.html
Realme Note 70 Smartphone 6GB RAM 128GB ROM,916605710,41499,41999,1% Off,Punjab,5.0,3,21 sold,realme Official Store,Realme,https://www.daraz.pk/products/realme-note-70-smartphone-6gb-ram-128gb-rom-i916605710.html
Tecno Spark GO 3 4/64,1948224278,33999,N/A,N/A,Punjab,5.0,29,1.5K sold,Retail - Tecno Flagship Store,Tecno,https://www.daraz.pk/products/tecno-spark-go-3-464-i1948224278.html
Redmi Note 14 | 8GB RAM | 128GB ROM | 1 Year Brand Warranty,847422321,56650,N/A,N/A,Sindh,,,N/A,Shop-Tech pk (Karachi),No Brand,https://www.daraz.pk/products/redmi-note-14-8gb-ram-128gb-rom-1-year-brand-warranty-i847422321.html
Daraz Like New Phone - Google Pixel 10 Pro XL - 256GB - Dual Esim (PTA APPROVED) - WITH CHARGER AND COVER,1957458434,245999,285999,14% Off,Sindh,5.0,1,N/A,A&F Tablets,Daraz Like New,https://www.daraz.pk/products/10-xl-esim-pta-i1957458434.html
vivo Y05 - (4+4)GB Extended RAM - 64GB / 128GB ROM - 13MP Rear Camera - 6500mAh Battery -  Side FingerPrint,1948126462,39999,N/A,N/A,Punjab,5.0,3,12 sold,vivo,Vivo,https://www.daraz.pk/products/vivo-y05-44gb-extended-ram-64gb-128gb-rom-13mp-rear-camera-6500mah-battery-side-fingerprint-i1948126462.html
Google Pixel 6 | 8GB Ram | 128GB storage | dual sim | just like new condition | without box |,897580765,55439.01,65000,15% Off,Sindh,,,N/A,Al-Aswad ,No Brand,https://www.daraz.pk/products/6-ace-8gb-wach-128gb-i897580765.html
Honor X8d - AMOLED LCD - 6.77 Inches Display - 8GB RAM 256GB ROM - 16MP Front Camera - 108MP+16MP Rear Camera - Dual SIM - 7000mAh Battery,1950677679,72499,75000,3% Off,Sindh,,,N/A,KE traders,No Brand,https://www.daraz.pk/products/honor-x8d-amoled-lcd-677-8gb-ram-256gb-rom-16mp-108mp16mp-7000mah-i1950677679.html
Tecno Camon 50 8GB + 256GB,1951494214,76799,89999,15% Off,Punjab,5.0,5,25 sold,Retail - Tecno Flagship Store,Tecno,https://www.daraz.pk/products/tecno-camon-50-8gb-256gb-i1951494214.html
Samsung Galaxy Z Fold 6 12GB RAM 512GB ROM 4400 mAh Battery 12 MP + 50 MP + 10 MP Back Camera 4 MP + 10 MP  Front Camera  1 Year Samsung PK Warranty,890319133,534499,600000,11% Off,Punjab,,,N/A,2324 Communication Khanewal,No Brand,https://www.daraz.pk/products/z-6-12gb-512gb-12-mp-50-mp-10-mp-4-mp-10-mp-1-pk-i890319133.html
vivo V70 - 12GB RAM - 256GB/512GB ROM - 50MP ZEISS Camera - 6500 mAh Battery - SDM 7 Gen 4 Processor,1948407967,179999,N/A,N/A,Punjab,5.0,1,8 sold,vivo,Vivo,https://www.daraz.pk/products/vivo-v70-12gb-ram-256gb512gb-rom-50mp-zeiss-camera-6500-mah-battery-sdm-7-gen-4-processor-i1948407967.html
"TSC Schok Volt SV55 | 2GB Ram 16GB Storage | Andriod Version 11 | Type-C Cable | Only Wifi Supported Sim no work | 3000 MAH Long Lasting Battery | Youtube, Tiktok, FaceBook Working | American Phone | Orginial Stock | Only Phone |",1957871066,5999,N/A,N/A,Sindh,,,N/A,The Smart Communication,No Brand,https://www.daraz.pk/products/55-2-16-11-3000-i1957871066.html
Samsung Galaxy A56 12/256GB - PTA APPROVED,781674228,124999,150999,17% Off,Sindh,4.826666666666667,75,635 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-galaxy-a56-12256gb-pta-approved-i781674228.html
OPPO A6 8GB + 256GB,1950746017,72999,87999,17% Off,Punjab,5.0,3,132 sold,Retail - Oppo Flagship Store,OPPO Pakistan Official,https://www.daraz.pk/products/oppo-a6-8gb-256gb-i1950746017.html
Vivo Y91 - 6.22 Inches IPS LCD Display - 6GB RAM - 128GB Storage - Official PTA Approved - Helio P22 Processor - (Phone and Box Charger. No Accessories Included - Mix Color),1954496746,13499,19999,33% Off,Sindh,,,N/A,Fashion Market,No Brand,https://www.daraz.pk/products/vivo-y91-622-ips-lcd-6gb-ram-128gb-pta-helio-p22-i1954496746.html
Mobile - Imported Original Vivo Y81 Mobile | 100% INSPECTED | 6GB RAM | 128GB ROM(STORAGE) | 3260mAh Battery | Dual Sim PTA Approved | BEST FOR ADULT AND KIDS BOTH | Android 8.1 | Just Like New Condition |,1958214600,13299,22000,40% Off,Sindh,5.0,1,N/A,Sasta Karachi Electronics,No Brand,https://www.daraz.pk/products/y81-100-6-128-3260mah-81-i1958214600.html
Samsung Galaxy S26 Ultra - 512 GB,1947943383,449999,519999,13% Off,Sindh,4.714285714285714,7,41 sold,Samsung Flagship Store,Samsung,https://www.daraz.pk/products/samsung-galaxy-ultra-512-gb-i1947943383.html
Samsung Galaxy Z Fold 3 12GB RAM 256 GB ROM || FOLDABLE MOBILE PHONE || ONE YEAR BRAND WARRANTY,358494895,300000,N/A,N/A,Punjab,,0,N/A,wCaYmI3v,No Brand,https://www.daraz.pk/products/z-3-12gb-256-gb-i358494895.html
Infinix Note 60 8GB+256GB,1950431843,86899,99999,13% Off,Punjab,4.875,8,79 sold,Infinix Flagship Store,Infinix,https://www.daraz.pk/products/infinix-note-60-8gb256gb-i1950431843.html
Motorola Mobile Moto G 5G 2024 | 8GB RAM (4+4 Extended) | 128GB ROM | No SIM (WiFi Device) | Android 14 /15 | 120Hz Refresh Rate | Compatible Fast Charger + Handsfree - Motorola Mobile | Globally Customized,1960288308,22497,40000,44% Off,Sindh,,,N/A,SEL WEL,Daraz Like New,https://www.daraz.pk/products/motorola-mobile-moto-g-5g-2024-8gb-ram-44-extended-128gb-rom-no-sim-wifi-device-android-14-15-120hz-refresh-rate-compatible-fast-charger-handsfree-motorola-mobile-globally-customized-i1960288308.html
"Vivo V15 - 6.53 Inches Full HD+ Display - Dual Sim Official PTA Approved - 8GB RAM - 256GB ROM (128GB Usable - 128GB Reserved By System) - Motorize Popup Front 32MP Camera - Dual Engine Fast Charging (Phone with Imported Box, Charger) - Mix Color",660190867,20999,32999,36% Off,Sindh,4.6,10,23 sold,AL Wahid (Karachi),No Brand,https://www.daraz.pk/products/vivo-v15-653-8-256-128-128-32-i660190867.html
Global Variant - TCL 30 Z with Charger - Android 12 -  No Sims - 3/32 - TCL Mobile Phone -  Budget Phone - Globally Customized,936411410,8997,20000,55% Off,Sindh,,,N/A,SEL WEL,No Brand,https://www.daraz.pk/products/global-variant-tcl-30-z-with-charger-android-12-no-sims-332-budget-phone-globally-customized-i936411410.html
Sony Xperia 1 Mark 3 - RAM 12GB - ROM 256GB - 4500mAh Battery - 6.5 Inch Display - Dust & Water Resistant - Official PTA Approved,423617620,76304,120500,37% Off,Punjab,5.0,1,5 sold,IT World,No Brand,https://www.daraz.pk/products/sony-xperia-1-mark-3-ram-12gb-rom-256gb-4500mah-battery-65-inch-display-dust-water-resistant-official-pta-approved-i423617620.html
"Vivo Y71 | 6GB Ram | 128GB STORAGE | Dual Sim + Memory Card | 3430 MAH Long Lasting Battery | Normal Games Support Like Subway Surfar, Candy Crush, Roblox & many More | PTA Approve | With Free Gift Box, Charger Sim Injector Tool | Vivo Y71 On Installment",1951405254,9875,15763,37% Off,Sindh,5.0,1,6 sold,GearZilla,No Brand,https://www.daraz.pk/products/71-6-128-3430-i1951405254.html
